Name,Business Type,Company Type,Ships To,Mailing Address,City,State,Zip,Phone,Fax,Email,Website,Description,Supply Categories,Slug
Steffen's Conifer Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Steffen's Conifer Nursery, 20084 Grade Rd. SE, Silverton, OR 97381",Silverton,OR,97381,503-873-7071,503-882-0986,office@scntrees.com,http://www.scntrees.com/,Wholesale grower of conifer trees for over 45 years. All stock is field-grown and root-pruned or transplanted from pots. Trees are dug B&B. Potting service is available at extra cost.,,steffens-conifer-nursery
Stems & Stuff,Grower,,,,,,,541-936-0074,,stems@alyrica.net,,"We are located on the family farm, established in 1850. We've been growing field cut flowers for our custom floral design business (weddings, events) since 1983  Our largest crops are peony, Oriental and Asiatic lilies and gladiolus.",,stems-stuff
Stettler Supply Co.,Allied Service or Supplier,Business Services & Supplies,,"Stettler Supply Co., 4420 Ridge Dr. NE, Salem, OR 97301",Salem,OR,97301,503-585-5550,503-581-6799,billm@stettlersupply.com,,Pump and irrigation services to the agricultural and horticultural industries of the Willamette Valley.,IRRIGATION EQUIPMENT (also see SPRINKLERS),stettler-supply-co
"Stevens Water Monitoring Systems, Inc.",Allied Service or Supplier,,,"Stevens Water Monitoring Systems, Inc., 12067 Glen Widing Dr; Ste 106, Portland, OR 97220",Portland,OR,97220,503-445-8000,,bquanquin@stevenswater.com,https:\\stevenswater.com,,,stevens-water-monitoring-systems-inc
Stoller Farms,Grower,,Pacific Northwest,"Stoller Farms, 14682 S Herman Rd., Molalla, OR 97038-9306",Molalla,OR,97038-9306,971-222-6271,,eden.stoller@gmail.com,,"Purveyor of premium geraniums and other bedding plants, assorted mixed baskets (10-inch to street baskets) and vegetable starts. Open mid-April to July.",,stoller-farms
Stuppy Greenhouse Mfg. Inc.,Allied Service or Supplier,,,"Stuppy Greenhouse Mfg. Inc., PO Box 12456, N Kansas City, MO 64116",N Kansas City,MO,64116,209-603-7346,,cbbarrow@stuppy.com,,"Stuppy Rainbow (R) Plus and System 2000, Proline, Powerhouse Greenhouses Structures, related equipment and accessories.",,stuppy-greenhouse-mfg-inc
Sundquist Nursery,"Nursery, Grower",Plants,,"Sundquist Nursery, 3809 NE Sawdust Hill Rd., Poulsbo, WA 98370",Poulsbo,WA,98370,360-779-6343,360-697-6971,,http://www.sqnursery.com/,"Large selections of ferns, Epimedium and shade companions, as well as unusual and traditional favorite perennials, grasses and select shrubs, including some natives. Landscape-ready sizes. Retail appearance standards.",,sundquist-nursery
Supreme Perlite Co,Allied Service or Supplier,,"Pacific Northwest, Canada","Supreme Perlite Co, 4600 N Suttle Rd., Portland, OR 97217-7720",Portland,OR,97217-7720,503-286-4333,,info@supremeperlite.com,http://www.supremeperlite.com/,Perlite expander and supplier.,PERLITE,supreme-perlite-co
Surface Nursery Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Southeast & Gulf, Pacific Northwest","Surface Nursery Inc., 33740 SE Lusted Rd., Gresham, OR 97080-8948",Gresham,OR,97080-8948,503-663-5224,503-907-8099,trees@surfacenursery.com,http://www.surfacenursery.com/,"A grower of premium-quality bare-root shade and flowering deciduous trees and B&B Japanese maples. Growing quality nursery stock since 1925, plants consistently prove to be of exceptional value and hardiness.",,surface-nursery-inc
Sustane Natural Fertilizers Inc.,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Sustane Natural Fertilizers Inc., 310 Holiday Ave. E, Cannon Falls, MN 55009",Cannon Falls,MN,55009,530-305-0539,530-823-2530,kristik@sustane.com,,"Fertilizer manufacturer: products ranging from controlled-release fertilizers to organic, all-natural fertilizers. Sustane specializes in the professional nursery, greenhouse and landscape market, in addition to turf grass, organic agricultural and erosion control.",,sustane-natural-fertilizers-inc
Swan Island Dahlias,Grower,,"Northeast, Upper Midwest, Mid-Atlantic","Swan Island Dahlias, PO Box 700, Canby, OR 97013-0700",Canby,OR,97013-0700,503-266-7711,503-266-8768,info@dahlias.com,http://www.dahlias.com/,,,swan-island-dahlias
Sylvan Vale Nursery Ltd,Grower,,,"Sylvan Vale Nursery Ltd, 2104 Kelland Rd, Black Creek, BC V9J 1G4",,,,250-337-8871,,info@svnltd.com,http://www.svnltd.com,,,sylvan-vale-nursery-ltd
Syngenta Professional Solutions,Allied Service or Supplier,,,"Syngenta Professional Solutions, 823 Wendy Ct., West Linn, OR 97068",West Linn,OR,97068,503-789-5242,,lorabeth.catterson@syngenta.com,http://www.syngentaprofessionalproducts.com/,"Offering plant protection products and
technology platforms to growers for improving efficiency and effectiveness in
their plant production efforts.","Chemicals (Insecticides, Herbicides, Fungicides)",syngenta-professional-solutions
T & L Nursery Inc.,"Nursery, Grower",Plants,Pacific Northwest,,,,,425-885-5050,425-861-5412,info@tandlnursery.com,http://www.tandlnursery.com/,"Since 1986, T&L Nursery has specialized in supplying top quality plants and service to landscapers and independent garden centers in the Pacific Northwest. We work with breeders all over the world and stage onsite trials to ensure we provide only the best plants – perennials, groundcovers, ornamental grasses, vines, edibles, herbs, annuals, and more.Our website offers the ‘best’ online ordering system in the industry – intuitive and easy to use, with up-to-date availability and customizable retail pre-pricing. Set order deadlines, delivery days, and rates vary by region. Orders are shipped weekly to Western Washington and Northern & Central Oregon; and weekly or bi-weekly seasonally to Eastern Washington, Idaho, and the Oregon Coast.Operating on over 40 acres of growing space, T&L is dedicated to producing quality plants that will stand the test of time. See for yourself and place an order with us today!T&L is Where the Pacific Northwest Garden Begins®.",,t-l-nursery-inc
T. H. Belcher Nursery Inc.,"Grower, Re-Wholesaler/Broker",,"Northeast, Upper Midwest, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","T. H. Belcher Nursery Inc., 33755 SE Bluff Rd., Boring, OR 97009-9798",Boring,OR,97009-9798,503-663-3593,503-663-0619,karenb2@frontier.com,,Deciduous shade and flowering trees and ornamentals.,,t-h-belcher-nursery-inc
TC Staffing,Other,,,"TC Staffing, 2308 NE 219th St, Ridgefield, WA 98642",Ridgefield,WA,98642,360-772-0983,,Ryan@tcstaffing.net,http://tcstaffing.net,Employee staffing company focusing in the agriculture sector.,EMPLOYMENT SERVICES,tc-staffing
TRECO,Grower,,,,,,,800-871-5141,503-634-2344,brent_smith@treco.nu,http://www.treco.nu/,"Premium Quality Oregon Rootstock.For over 80 years TRECO® has been a leader in the propagation of premium rootstock. TRECO® provides nurseries and orchardists with the finest dwarf and semi dwarf rootstocks available commercially. TRECO® rootstocks will grow vigorously, help resist diseases and bear substantial yields of top quality fruit year after year. The foundation of your orchard starts here…TRECO®",,treco
TSW Nursery Sales Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","TSW Nursery Sales Inc., PO Box 1217, Wilsonville, OR 97070-1217",Wilsonville,OR,97070-1217,503-678-4401,503-678-4422,sales@tswnurserysales.com,http://www.tswnurserysales.com/,"Additional growing location: 7368 Keene Road, Gervais, Oregon  97026. Grower and wholesale nursery providing high-quality plants from liner/bare root to container-grown and field-grown trees and shrubs. We service garden centers, re-wholesalers, growers, contractors and architects with all their plant needs.",,tsw-nursery-sales-inc
TTA-ISO,"Allied Service or Supplier, Grower",,,,,,,931-668-2518,931-668-2519,steve@tta-iso.com,http://www.tta-iso.com,"Suppliers of TTA's line of automated equipment.To include plug consolidation, transplanting and vision grading. Mankar spraying systems.",,tta-iso
Target Speciality Products,Allied Service or Supplier,,,,,,,503-927-4629,,tony.lasher@target-specialty.com,,"Nursery chemical, fertilizer distributor and pest control Products. Specializing in soil agronomy and plant diagnostics.","Certified Crop Adviser; Chemicals (Insecticides, Herbicides, Fungicides); PEST CONTROL",target-speciality-products
Ten Oaks Nursery,"Nursery, Grower, Greenhouse, Re-Wholesaler/Broker","Plants, Sales","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southwest, Pacific Northwest","Ten Oaks Nursery, 11743 S Barnards Rd., Molalla, OR 97038",Molalla,OR,97038,971-270-7438,,emmanuel@tenoaksnurseries.com,http://tenoaksnurseries.com/,Wholesale nursery,,ten-oaks-nursery
Terra Gardens Nursery & Bark,"Nursery, Garden Center",,,"Terra Gardens Nursery & Bark, 270 Cordon Rd. NE, Salem, OR 97317-5227",Salem,OR,97317-5227,503-581-0441,503-364-9374,nursery@terragardens.net,http://www.terragardens.net/,"Annuals, perennials, shrubs, roses and trees. Fertilizers, pest controls, bagged soils and amendments. Bark dust, sand gravel, compost and soil mixes. Garden accessories, gloves, tools, pottery, unique gifts, patio furniture, statuary, fountains, and trellises. Stone products including patio pavers, flagstone and retaining wall blocks. Water feature supplies, including ponds.",GARDEN CENTER,terra-gardens-nursery-bark
Terra Nova (R) Nurseries Inc.,"Grower, Greenhouse",,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Terra Nova (R) Nurseries Inc., 10051 S Macksburg Rd., Canby, OR 97013",Canby,OR,97013,503-263-3150,503-263-3152,sales@terranovanurseries.com,http://www.terranovanurseries.com/,"Terra Nova (R) Nurseries has become the world leader in plant breeding, introducing over 600 exciting new varieties to the global market!  Some 30 of these new introductions have been recognized with awards both nationally and internationally. Our breeding work with Heuchera, Tiarella, Heucherella, Echinacea and Coreopsis has become the industry standard.",,terra-nova-r-nurseries-inc
Terra-Sol Landscaping Ltd.,Landscape Contractor,Landscape Professionals,,"Terra-Sol Landscaping Ltd., 21685 SW Hedges Dr., Tualatin, OR 97062-8925",Tualatin,OR,97062-8925,503-691-6105,503-885-9643,terrasolland@gmail.com,http://www.terrasollandscaping.com/,"Residential &
commercial landscaping, design & installation, retaining walls, irrigation
systems, water features: ponds, waterfalls, bubble rock. Garden paths, steps
& lighting.",Landscape Contractor,terra-sol-landscaping-ltd
Teufel Holly Farms,Grower,,Pacific Northwest,"Teufel Holly Farms, 160 SW Miller Rd., Portland, OR 97225-6130",Portland,OR,97225-6130,503-292-9181,503-292-9182,ben.larson@teufel.com,http://www.teufelhollyfarms.com/,"Fourth-generation family-owned supplier of fresh evergreen wreaths, garlands, swags, centerpieces and special arrangements. Our products use the finest Pacific Northwest evergreens.",,teufel-holly-farms
The Domaine Group,Other,,,"The Domaine Group, 5200 Meadows Rd; Ste 200, Lake Oswego, OR 97035",Lake Oswego,OR,97035,503-639-2100,,mary@thedomainegroup.com,http://www.thedomainegroup.com,,Financial Planning,the-domaine-group
The Farmer's Daughter Farm and Flowers,"Grower, Greenhouse, Garden Center",,,,,,,,,julilarsen@live.com,http://www.thefarmersdaughterfarm.com,"Greenhouse grower and retail sales of annual flowers, vegetable plants, and perennials. Produce farm stand in summer.",,the-farmers-daughter-farm-and-flowe
The Garden Angels Landscape Design & Consulting,"Landscape Contractor, Re-Wholesaler/Broker, Landscape Designer, Other",Landscape Professionals,,"The Garden Angels Landscape Design & Consulting, PO Box 3313, Salem, OR 97302",Salem,OR,97302,503-932-5840,,liz@thegardenangels.com,https://thegardenangels.com/,,Landscape Design Services,the-garden-angels-landscape-design
The Garden Corner,Garden Center,,,"The Garden Corner, 21550 SW 108th Ave., Tualatin, OR 97062",Tualatin,OR,97062,503-885-1934,503-885-2344,info@thegardencorner.com,http://www.thegardencorner.com/,,,the_garden_corner
The Hunter Sparrow Company,,,,"The Hunter Sparrow Company, PO Box 802, Canby, OR 97013",Canby,OR,97013,503-709-7794,,ryan@huntersparrow.com,,Labor contractor for farm and nursery.,EMPLOYMENT SERVICES,the-hunter-sparrow-company
The Nursery Outlet,"Nursery, Grower, Landscape Contractor","Plants, Sales",Pacific Northwest,,,,,503-782-7700,503-902-0885,thenurseryoutlet@gmail.com,http://www.thenurseryoutlet.us,"The Nursery Outlet is a wholesale specialty nursery open to the public for self service sales at discounted prices in Woodburn, Oregon.Our large selection offers quality NW Natives, evergreens, deciduous trees, large conifers, ornamentals, grasses, and ground covers.",Landscape Contractor,the-nursery-outlet
The Nursery Stock Market Inc.,Re-Wholesaler/Broker,,,"The Nursery Stock Market Inc., 6244 Old La Grange Rd., Ste. 18, Crestwood, KY 40014",Crestwood,KY,40014,503-357-5357,503-357-7944,bradloader@nnpinc.net,,,Plant Material Brokerage,the-nursery-stock-market-inc
The Oregon Garden,Allied Service or Supplier,,,"The Oregon Garden, PO Box 155, Silverton, OR 97381-0155",Silverton,OR,97381-0155,503-874-4294,503-874-4287,info@oregongardenfoundation.org,http://www.oregongarden.org/,"One of the Northwest's premier landscape display gardens. Designed to showcase the horticultural and agricultural heritage of Oregon, this 80-acre garden with more than 20 specialty gardens features more than 200,000 plants and thousands of cultivars in both naturalistic and formal garden settings.",PUBLIC GARDEN,the-oregon-garden
The Peters Company,"Allied Service or Supplier, Other","Production Services & Supplies, Business Services & Supplies",,"The Peters Company, PO Box 1247, Wilsonville, OR 97070",Wilsonville,OR,97070,503-250-2235,,epeters@petersco.net,http://www.petersco.net,The Peters Company helps organizations reduce risk and gain tactical advantage over competitors by applying Lean principles. Lean is a powerful method of improving productivity and driving a culture of continuous improvement across an organization.,"Coaching, Leadership; Employee Training; Leadership Training; Lean Consulting; Lean Events; LEAN TRAINING; Management Consulting; PROCESS IMPROVEMENT; Productivity Consulting; Workforce Training",the-peters-company
The Pottery Patch,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","The Pottery Patch, 412 Tall Pines Rd., West Palm Beach, FL 33413",West Palm Beach,FL,33413,561-697-9377,561-697-4231,107@example.com,http://www.thepotterypatch.com/,"Pottery importer/distributor from Asia, Mexico and Italy. Unique planters, garden decor and accessories.",,the-pottery-patch
Thistledown Farm Inc.,Grower,,,"Thistledown Farm Inc., 91455 River Rd., Junction City, OR 97448-9402",Junction City,OR,97448-9402,541-689-2019,,108@example.com,,"A farm market and greenhouse grower providing hanging baskets, bedding plants, perennials, large rhododendrons, seasonal homegrown berries, fruits, vegetables and baked goods. October wagon rides to the pumpkin patch; kids hay maze; corn maze; farm animals.",,thistledown-farm-inc
Tillamook Estuaries Partnership-Native Plant Nursery,"Nursery, Other",,,"Tillamook Estuaries Partnership-Native Plant Nursery, PO Box 493, Garibaldi, OR 97118",Garibaldi,OR,97118,475-455-0839,,musa@tbnep.org,https://www.tbnep.org,,,tillamook-estuaries-partnership-nat
Trapold Greenhouses,Greenhouse,,,"Trapold Greenhouses, 18630 NW Gillihan Rd., Portland, OR 97231-1511",Portland,OR,97231-1511,503-621-9123,503-621-9125,miketrapold@msn.com,,,,trapold-greenhouses
Tree Connection and Weil Farms LLC,Re-Wholesaler/Broker,,"Southwest, Pacific Northwest","Tree Connection and Weil Farms LLC, PO Box 549, Dundee, OR 97115-0549",Dundee,OR,97115-0549,503-538-2131,503-538-7616,info@treeconnect.com,http://www.treeconnect.com/,Representing leading nurseries since 1990.,Plant Material Brokerage,tree-connection-and-weil-farms-llc
Tree Frog Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Tree Frog Nursery, 5445 Forest Ridge Rd. NE, Silverton, OR 97381-9708",Silverton,OR,97381-9708,503-873-4191,503-873-3341,carson@treefrogtrees.com,http://www.treefrogtrees.com/,"A wholesale nursery stock grower focusing on the production of woody ornamentals, growing over 70 varieties of grafted conifers, Japanese maples, topiaries, boxwood and laurels. Our stock is grown as B&B and in pot-in-pot and available in #6 and #10 containers throughout the year.",,tree-frog-nursery
Treephoria LLC,"Nursery, Grower",Plants,,"Treephoria LLC, 32240 SE Compton Rd., Boring, OR 97009",Boring,OR,97009,503-663-0220,,neilbuley@gmail.com,http://www.treephoria.com/,Our boutique nursery grows an eclectic mix of rare and unusual specialty trees to landscape specimen size. Find current availability atwww.treephoria.comOpen by appointment.,,treephoria-llc
Trillium Gardens,Grower,,Pacific Northwest,"Trillium Gardens, 3326 Videra Dr., Eugene, OR 97405-1237",Eugene,OR,97405-1237,541-937-5413,888-544-7252,sheila@trilliumgardens.com,http://www.trilliumgardens.com/,"Specialty grower of hundreds of species of wetland, herbaceous perennials and woody Pacific Northwest native plants. Our high-quality source-identified natives are available as bare root, plugs and in containers. We provide plants to public agencies, landscape contractors, nurseries and garden centers.",,trillium-gardens
Truck Transportation Services,Allied Service or Supplier,,,"Truck Transportation Services, PO Box 2778, Wilsonville, OR 97070-2778",Wilsonville,OR,97070-2778,503-685-9885,503-685-9693,dalep77@gmail.com,http://www.trucktransportsvc.com/,"Transportation brokerage with over 23 years of committed service to the OAN. We provide year-round, competitive rates on freight of all kinds, achieved by combined experience of over 100 years. Our goal is making each transaction seamless for our customers and carriers alike.",Intermodal Transportation / Logistics; TRANSPORTATION and LOGISTICS; TRUCKERS and FREIGHT BROKERS,truck-transportation-services
Truecoirs LLC,Allied Service or Supplier,,,"Truecoirs LLC, 8291 Robertson Dr., Frisco, TX 75036",Frisco,TX,75036,774-437-8591,,vijikumarp29@gmail.com,https://truecoirs.com/,,,truecoirs-llc
Turf Star Western,Supplier,,Rocky Mountain,"Turf Star Western, 1750 Salem Industrial Dr., Salem, OR 97301",Salem,OR,97301,800-585-8001,,nolan.stark@turfstar.com,http://www.turfstar.com,,Agriculture and Landscape Equipment,turf-star-western
Twin Springs Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Twin Springs Nursery, PO Box 504, Donald, OR 97020",Donald,OR,97020,503-678-6307,503-678-6317,twinspringsnursery@gmail.com,http://www.twinspringsnursery.com/,"Quality field-grown conifer, deciduous and broadleaf evergreen B&B nursery stock.",,twin-springs-nursery
Twisted Succulents,Grower,"Plants, Internet and Catalog Sales","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","Twisted Succulents, 93924 Pitney Lane, Junction City, OR 97448",Junction City,OR,97448,509-389-1993,,twistedsucculents@gmail.com,,"Unique succulents from around the world, grown locally in Junction City, Oregon",GARDEN CENTER,twisted-succulents
UBS Financial Services,Allied Service or Supplier,,,"UBS Financial Services, 805 SW Broadway, Ste. 2600, Portland, OR 97205-3365",Portland,OR,97205-3365,503-225-9251,,james.parker2@ubs.com,,,Financial Planning,ubs-financial-services
Umahari LLC,"Allied Service or Supplier, Other","Production Services & Supplies, Business Services & Supplies","Northeast, Upper Midwest, Asia , Europe","Umahari LLC, 120 Hawley Street, Binghamton, NY 13901",Binghamton,NY,13901,314-696-3513,,sales@umahari.com,,"UMAHARI LLC is a dynamic company committed to innovation and excellence in horticulture, agriculture, and sustainable solutions. We focus on advancing next-generation biologics and bio-nano crop nutrients to promote sustainable agricultural practices. Our technologies aim to reduce dependence on conventional fertilizers and harmful chemicals while boosting crop productivity and resilience against diseases.With expertise in vertical farming, mycorrhiza research, and customized solutions for nurseries and growers, UMAHARI delivers high-quality products and services that support the global green industry and foster sustainable growth.Collaboration, innovation, and a forward-thinking mindset are at the heart of UMAHARI's mission to shape the future of agriculture and horticulture.",,umahari-llc
"Universal Seed, LLC",Grower,Plants,,"Universal Seed, LLC, 1285 N. Main Street, Independence, OR 97351",Independence,OR,97351,503-838-4583,,dford@universalseed.com,Http://www.universalseed.com,,,universal-seed-llc
UpShoot LLC,"Allied Service or Supplier, Other",,,,,,,440-812-3249,440-357-7676,maria@upshoothort.com,http://www.upshoothort.com,"UpShoot is a boutique horticulture marketing firm. We are passionate about plants–growing and locating new ones. Experiencing that undeniable thrill of first discovery—whether it’s our plant find or yours! We love learning about plants and sharing our knowledge to the media and consumers.UpShoot nurtures growers new plant, books, and garden-related products into successful brands. We engage breeders, plantsmen, growers, editors, and gardeners by sharing timely and valuable information through our enewsletters, website, blog, social media platforms, national writing and speaking engagements.",,upshoot-llc
Urban Forest Nursery Inc.,"Nursery, Grower",,"Pacific Northwest, Canada","Urban Forest Nursery Inc., 15119 McLean Rd., Mount Vernon, WA 98273",Mount Vernon,WA,98273,360-428-5810,,sales@urbanforestnursery.com,http://www.urbanforestnursery.com/,"ISA-certified arborist growing specimen, common and unique shade and ornamental trees in large fabric grow bags for large or limited spaces in the urban landscape.",,urban-forest-nursery-inc
Valley Growers Nursery,"Nursery, Grower, Landscape Contractor","Plants, Sales, Landscape Professionals","Southwest, Pacific Northwest","Valley Growers Nursery, PO Box 610, Hubbard, OR 97032-0610",Hubbard,OR,97032-0610,503-980-8188,503-651-3044,nursery@valleygrowers.com,http://www.valleygrowers.com,"Our nursery offers premium wholesale, contract and custom grown northwest native plants. Wetland, riparian and emergent plants, ground covers, select conifers, deciduous trees, broadleaf and evergreen plants, and deciduous shrubs. We are a certified DMWBE landscape company in Oregon and Washington.",Contract Growing; EcoRoof Landscape Contractor; Erosion Control Straw Blowing; Full Phase Landscape Contractor; Hydroseeding & Storm Water Contractor; IRRIGATION CONTRACTOR; Landscape Contractor-Certified DWBE in Oregon & Washington; LAWN INSTALLATION; Plastic Pot Recycling,valley-growers-nursery
Valley Pacific Floral Inc.,Other,,,,,,,503-981-1702,,,http://www.valleypacificfloral.com,"Retail Florist, cut flowersValley Pacific Floral offers the perfect gift for all special
occasions and every holiday; including birthdays, anniversaries, the birth of a
new baby, graduations, congratulation on a new job, a wedding engagement or
corporate recognition events.  We offer a
wide selection of flowers including long stemmed roses, casa blanca lilies,
stargazer lilies, snap dragons, alstromeria, tulips, gerbera daisies,
sunflowers and many others.   During the
summer growing months, the beautiful growing climate in the Willamette Valley gives
us the unique opportunity to offer many local flowers grown on our own farm.   In our cutting garden we grow, zinnias,
dahlia, marigolds, verbena, solidago, echinacea, peonies, lysimachia, hydrangea
and many other seasonal flowers.  We can
delivery anywhere in (city) one of our locally grown bouquet this summer, or a
seasonal flower arrangement for any occasion.http://www.valleypacificfloral.com/",,valley-pacific-floral-inc
Van Belle Youngplants Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Van Belle Youngplants Inc., 726 Cherry Street - #348, Sumas, WA 98295-9649",Sumas,WA,98295-9649,604-866-9405,604-853-6282,youngplants@vanbelle.com,http://www.vanbelle.com/,"Van Belle Nursery is a wholesale liner producer and finished container grower focused on Bloomin' Easy® and Proven Winners® ColorChoice® flowering shrubs as well as some perennials, evergreens, tropicals and annuals. We also ship to California.",,van-belle-youngplants-inc
Van Klaveren's Nursery LLC,Grower,,,"Van Klaveren's Nursery LLC, 13419 84th St. NE, Lake Stevens, WA 98258-8804",Lake Stevens,WA,98258-8804,360-659-5560,360-658-1309,sales@vknursery.com,http://www.vknursery.com/,"Container-grown ornamental shrubs, ground covers, perennials, grasses and vines.",,van_klaverens_nursery_llc
Van Veen Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada, Asia , Europe","Van Veen Nursery, PO Box 86424, Portland, OR 97286-0424",Portland,OR,97286-0424,503-777-1734,503-777-2048,vanveennursery@hotmail.com,http://www.vanveennursery.com/,"Rhododendrons and azalea rooted cuttings and liners, and a custom propagation specialist.",,van-veen-nursery
"Van Wingerden Greenhouses, Inc.","Grower, Greenhouse",Plants,Pacific Northwest,"Van Wingerden Greenhouses, Inc., 8210 Portal Way, Blaine, WA 98240",Blaine,WA,98240,360-366-3906,,tom@vanwingerden.com,http://www.vanwingerden.com,,,van-wingerden-greenhouses-inc
Van's Nursery Inc.,Grower,,"Mid-Atlantic, Southeast & Gulf, Southwest, Pacific Northwest","Van's Nursery Inc., 3775 Brooklake Rd. NE, Salem, OR 97303-9728",Salem,OR,97303-9728,503-463-4507,503-463-0670,vansnursery@aol.com,,"Family-owned and operated wholesale nursery with quality ornamental nursery stock in containers. Offering a wide variety of deciduous and evergreen shrubs, Japanese maples, conifers and deciduous trees. Conveniently located 1/4 mile east of I-5, Exit 263.",,vans-nursery-inc
Veritiv Visual,Allied Service or Supplier,Business Services & Supplies,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Veritiv Visual, 3210 Innovative Way, Mesquite, TX 75149",Mesquite,TX,75149,800-433-8247,,todd.davis@veritiv.com,http://www.horticulturalprinters.com/,"Custom
  tags and point-of-purchase materials for the horticultural industry. Consumer
  and business-to-business websites. Design and marketing solutions that
  enhance the perceived value of our customers' products.",HORTICULTURAL MARKETING,veritiv-visual
Verna Jean Nursery,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Verna Jean Nursery, 8325 SE Altman Rd., Gresham, OR 97080-8826",Gresham,OR,97080-8826,503-663-4486,,sales@vernajeannursery.com,http://www.vernajeannursery.com/,Second-generation family business supplying quality nursery stock since 1968.,,verna-jean-nursery
Vertical Accents Nursery LLC,Grower,Plants,Pacific Northwest,"Vertical Accents Nursery LLC, 15045 Quall Rd. NE, Silverton, OR 97381",Silverton,OR,97381,503-349-9166,,darrell.massung@gmail.com,,Grower of Bonsai liners and starter Bonsai plantings.  Member of the Willamette Valley Bonsai Society,,vertical-accents-nursery-llc
"Viscon, Inc",Allied Service or Supplier,,,"Viscon, Inc, 677 King Street, Charleston, SC 29403",Charleston,SC,29403,336-380-8560,,k.chapman@viscon.us,,,,viscon-inc
Vista Seed Partners,Supplier,,,"Vista Seed Partners, PO Box 30, Shedd, OR 97377",Shedd,OR,97377,541-491-1019,,info@vistaseedpartners.com,,,,vista-seed-partners
WAFLA - Worker and Farmer Labor Association,Allied Service or Supplier,,,"WAFLA - Worker and Farmer Labor Association, 975 Carpenter Rd. NE, Ste. 201, Lacey, WA 98516",Lacey,WA,98516,360-455-8064 x102,360-539-7378,kbresler@wafla.org,https://www.wafla.org/,"WAFLA, the Worker and Farmer Labor Association, is a nonprofit
membership organization made up of family farms and seasonal employers
throughout the United States and predominantly in the Pacific Northwest. We
assist our members in finding employees to meet their workforce needs. We are
the largest organization of our kind in the country. We lead by treating people
with dignity and respect. We strive to be the premier labor association for
seasonal and agricultural industries by assisting with guest worker visa
programs and providing insightful, customized HR resources.","HUMAN RESOURCES (HR) SERVICES; Labor, Seasonal Workers, H2A/H2B",wafla-worker-and-farmer-labor-assoc
Walla Walla Nursery Co. Inc.,"Nursery, Grower, Greenhouse",,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Walla Walla Nursery Co. Inc., 4176 Stateline Rd., Walla Walla, WA 99362-7200",Walla Walla,WA,99362-7200,509-522-9855,509-522-3556,sales2@wallawallanursery.com,http://www.wallawallanursery.com/,"Wholesale grower of perennials, grasses, shrubs, vines, herbs and tender/hardy succulents delivered throughout the Northwest. Ornamental grass, perennial and succulent plugs shipped throughout North America.",,walla-walla-nursery-co-inc
Weeks Berry Nursery Inc.,"Nursery, Grower","Plants, Sales","Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Weeks Berry Nursery Inc., 6494 Windsor Island Rd. N, Keizer, OR 97303-6198",Keizer,OR,97303-6198,503-393-8112,503-393-2241,bradw@weeksberry.com,http://www.weeksberry.com/,"Weeks Berry Nursery Inc. is a grower of small fruit-bearing plants for home gardens and garden centers. We grow raspberries, blackberries, strawberries, grapes, currants, gooseberries, rhubarb, horseradish, asparagus, blueberries and more. We carry a large variety of each berry family, such as Boysen and Marion as well as thornless blackberries.",,weeks-berry-nursery-inc
