locality,scientific_name,common_name,family,order,degree_of_establishment,establishment_means,pathway,habitat,is_hybrid,intro_date,gbif_key
L48,Phleum pratense,Timothy grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9014945
L48,Phleum subulatum,Italian timothy,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2706003
L48,Phlomis fruticosa,Shrubby jerusalem sage,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2927452
L48,Phlomoides tuberosa,Tuberous jerusalem sage,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3884879
L48,Phlox X procumbens,Phlox,Polemoniaceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,7976170
L48,Phoenix canariensis,Canary island date palm,Arecaceae,Arecales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7445284
L48,Phoenix dactylifera,Date palm,Arecaceae,Arecales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,6109699
L48,Phoenix reclinata,Senegal date palm,Arecaceae,Arecales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5293164
L48,Photinia glabra,Japanese photinia,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5363818
L48,Photinia parvifolia,Photinia,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5363981
L48,Photinia serratifolia,Taiwanese photinia,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5364029
L48,Photinia villosa,Oriental photinia,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5363819
L48,Phragmites australis ssp. australis,European common reed,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7226752
L48,Phyla fruticosa,Diamondleaf fogfruit,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5667347
L48,Phyllanthus acidus,Tahitian gooseberry tree,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5381567
L48,Phyllanthus amarus,Carry me seed,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5382589
L48,Phyllanthus angustifolius,Foliage flower,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5381986
L48,Phyllanthus fluitans,Floating spurge,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5381811
L48,Phyllanthus fraternus,Gulf leaf-flower,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5381498
L48,Phyllanthus tenellus,Mascarene island leaf-flower,Phyllanthaceae,Malpighiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5381097
L48,Phyllanthus urinaria,Chamber bitter,Phyllanthaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5382780
L48,Phyllostachys aureosulcata,Yellow groove bamboo,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290161
L48,Phyllostachys bissetii,Bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,4137244
L48,Phyllostachys dulcis,Sweetshoot bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290166
L48,Phyllostachys edulis,Tortoise shell bamboo,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290168
L48,Phyllostachys flexuosa,Drooping timber bamboo,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290164
L48,Phyllostachys meyeri,Meyer's bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290165
L48,Phyllostachys nigra,Black bamboo,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290171
L48,Phyllostachys reticulata,Bamboo,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5677245
L48,Phyllostachys rubromarginata,Reddish bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290163
L48,Phyllostachys sulphurea,Sulphur bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,4114348
L48,Phyllostachys viridiglaucescens,Greenwax golden bamboo,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290170
L48,Phymatosorus scolopendria,Monarch fern,Polypodiaceae,Polypodiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,4025247
L48,Physalis alkekengi,Strawberry groundcherry,Solanaceae,Solanales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Physalis minima,Pygmy groundcherry,Solanaceae,Solanales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341772
L48,Physalis peruviana,Peruvian groundcherry,Solanaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341784
L48,Physalis philadelphica,Mexican groundcherry,Solanaceae,Solanales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8969026
L48,Physalis philadelphica var. immaculata,Mexican groundcherry,Solanaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5581170
L48,Phyteuma scheuchzeri,Horned rampion,Campanulaceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3166807
L48,Phytolacca bogotensis,Southern pokeweed,Phytolaccaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084020
L48,Phytolacca heterotepala,Mexican pokeweed,Phytolaccaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084016
L48,Picea abies,Norway spruce,Pinaceae,Pinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5284884
L48,Picea orientalis,Oriental spruce,Pinaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-04-28,5284794
L48,Picris pauciflora,Smallflower oxtongue,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3093309
L48,Picris rhagadioloides,Oxtongue,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3093286
L48,Pieris japonica,Japanese pieris,Ericaceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,2882631
L48,Pilea involucrata,Friendship plant,Urticaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5361843
L48,Pilea trianthemoides,Artillery plant,Urticaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5361850
L48,Pimenta dioica,Allspice,Myrtaceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3186061
L48,Pimpinella anisum,Anise burnet saxifrage,Apiaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8080300
L48,Pimpinella major,Hollowstem burnet saxifrage,Apiaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5371874
L48,Pimpinella nigra,Black pimpinella,Apiaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5539078
L48,Pimpinella saxifraga,Solidstem burnet saxifrage,Apiaceae,Apiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7622278
L48,Pinellia ternata,Crowdipper,Araceae,Alismatales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8678824
L48,Pinus brutia,Turkish pine,Pinaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5285710
L48,Pinus halepensis,Aleppo pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285604
L48,Pinus mugo,Mugo pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285385
L48,Pinus nigra,Austrian pine,Pinaceae,Pinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5284809
L48,Pinus pinaster,Maritime pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285565
L48,Pinus pinea,Italian stone pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285165
L48,Pinus roxburghii,Chir pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2012-06-26,5285084
L48,Pinus sylvestris,Scots pine,Pinaceae,Pinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285637
L48,Pinus thunbergii,Japanese black pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285799
L48,Pinus wallichiana,Bhutan pine,Pinaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285074
L48,Piper auritum,Vera cruz pepper,Piperaceae,Piperales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3086352
L48,Piptatherum miliaceum,Rice millet,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8149531
L48,Piptochaetium fuscum,Bristly speargrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8787901
L48,Piptochaetium stipoides,Purple speargrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9502380
L48,Pistacia atlantica,Mt. atlas mastic tree,Anacardiaceae,Sapindales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3190581
L48,Pistacia chinensis,Chinese pistache,Anacardiaceae,Sapindales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3190586
L48,Pistacia vera,Pistachio nut,Anacardiaceae,Sapindales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3190585
L48,Pisum fulvum,Tawny pea,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7930703
L48,Pisum sativum,Garden pea,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347845
L48,Pithecellobium dulce,Monkeypod,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2962831
L48,Pittosporum crassifolium,Stiffleaf cheesewood,Pittosporaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2986285
L48,Pittosporum eugenioides,Lemonwood,Pittosporaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,4161770
L48,Pittosporum pentandrum,Taiwanese cheesewood,Pittosporaceae,Apiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2986294
L48,Pittosporum tenuifolium,Tawhiwhi,Pittosporaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2986293
L48,Pittosporum tobira,Japanese cheesewood,Pittosporaceae,Apiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8677924
L48,Pittosporum undulatum,Australian cheesewood,Pittosporaceae,Apiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2986239
L48,Pityrogramma calomelanos,Dixie silverback fern,Pteridaceae,Polypodiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2651790
L48,Plantago coronopus,Buckhorn plantain,Plantaginaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189739
L48,Plantago firma,Chilean plantain,Plantaginaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189745
L48,Plantago floccosa,Floccose plantain,Plantaginaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2021-07-28,4156406
L48,Plantago lanceolata,Narrowleaf plantain,Plantaginaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8208358
L48,Plantago major,Common plantain,Plantaginaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189767
L48,Plantago media,Hoary plantain,Plantaginaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189747
L48,Platago afra,Sand plantain,Plantaginaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7303104
L48,Platanus X hispanica,London planetree,Platanaceae,Proteales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,7300214
L48,Platycerium bifurcatum,Elkhorn fern,Polypodiaceae,Polypodiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,7126767
L48,Platycladus orientalis,Oriental arborvitae,Cupressaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2684855
L48,Platycodon grandiflorus,Balloon-flower,Campanulaceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3164340
L48,Plecostachys serpyllifolia,Petite licorice,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3149321
L48,Plectranthus amboinicus,Mexican mint,Lamiaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2926636
L48,Plectranthus parviflorus,Little spurflower,Lamiaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2926642
L48,Pleioblastus simonii,Simon bamboo,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2705962
L48,Plumbago auriculata,Cape leadwort,Plumbaginaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3082283
L48,Poa annua,Annual bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2704179
L48,Poa bulbosa,Bulbous bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8086756
L48,Poa chaixii,Broadleaf bluegrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2704211
L48,Poa compressa,Canada bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2704265
L48,Poa infirma,Weak bluegrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2704194
L48,Poa nemoralis var. nemoralis,Wood bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Poa pratensis ssp. pratensis,Kentucky bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,6431175
L48,Poa trivialis,Rough bluegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",agriculture (including biofuel feedstocks); seed contaminant,Artificial - Terrestrial; Grassland; Introduced Vegetation; Wetlands (inland),FALSE,2017-11-21,8300875
L48,Podocarpus macrophyllus,Japanese yew,Podocarpaceae,Pinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285930
L48,Podocarpus macrophyllus var. maki,Yew plum pine,Podocarpaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5285940
L48,Podranea ricasoliana,Zimbabwe creeper,Bignoniaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3172592
L48,Pogonarthria squarrosa,Grass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,4105701
L48,Poincianella mexicana,Mexican holdback,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2958502
L48,Polemonium caeruleum,Charity,Polemoniaceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2927850
L48,Polemonium cuspidatum,Stiffpoint jacob's-ladder,Polemoniaceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2927862
L48,Polyalthia suberosa,Polyalthia plant,Annonaceae,Magnoliales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3156325
L48,Polycarpaea corymbosa,Oldman's cap,Caryophyllaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3085781
L48,Polycarpon alsinifolium,Fourleaf manyseed,Caryophyllaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3816518
L48,Polycarpon tetraphyllum,Fourleaf manyseed,Caryophyllaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3085381
L48,Polycnemum majus,Giant needleleaf,Amaranthaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,6447704
L48,Polygala myrtifolia,Myrtle-leaf milkwort,Polygalaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3191402
L48,Polygala paniculata,Orosne,Polygalaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3191373
L48,Polygala vulgaris,Common milkwort,Polygalaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3191374
L48,Polygonatum latifolium,Broadleaf solomon's seal,Asparagaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7920718
L48,Polygonum arenarium,European knotweed,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334315
L48,Polygonum argyrocoleon,Silversheath knotweed,Polygonaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Polygonum aviculare,Prostrate knotweed,Polygonaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7821030
L48,Polygonum aviculare ssp. depressum,Oval-leaf knotweed,Polygonaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Polygonum bellardii,Narrowleaf knotweed,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334430
L48,Polygonum lacerum,Fringed knotweed,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334311
L48,Polygonum patulum,Bellard's smartweed,Polygonaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334439
L48,Polygonum plebeium,Common knotweed,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334440
L48,Polygonum polycnemoides,Manyleg knotweed,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334312
L48,Polypogon australis,Chilean rabbitsfoot grass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289914
L48,Polypogon fugax,Asia minor bluegrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5289912
L48,Polypogon imberbis,Beardless rabbitsfoot grass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,4154206
L48,Polypogon maritimus,Mediterranean rabbitsfoot grass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289913
L48,Polypogon monspeliensis,Annual rabbitsfoot grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289917
L48,Polypogon viridis,Beardless rabbitsfoot grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289919
L48,Polyscias guilfoylei,Geranium aralia,Araliaceae,Apiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3035681
L48,Polystichum polyblepharum,Korean tasselfern,Dryopteridaceae,Polypodiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,7158449
L48,Polystichum setiferum,Soft shield fern,Dryopteridaceae,Polypodiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,4044517
L48,Polytrias indica,Indian murainagrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,4153188
L48,Poncirus trifoliata,Hardy orange,Rutaceae,Sapindales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3190128
L48,Populus alba,White poplar,Salicaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3040233
L48,Populus nigra,Lombardy poplar,Salicaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3040227
L48,Populus simonii,Simon poplar,Salicaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3040231
L48,Populus tremula,European aspen,Salicaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3040249
L48,Populus X canescens,Gray poplar,Salicaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,3040185
L48,Populus X tomentosa,Chinese white poplar,Salicaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,3040195
L48,Poranopsis paniculata,Bridal bouquet,Convolvulaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928472
L48,Portulaca amilis,Paraguayan purslane,Portulacaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084711
L48,Portulaca biloba,Cuban purslane,Portulacaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084716
L48,Portulaca grandiflora,Moss-rose,Portulacaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084700
L48,Posidonia oceanica,Mediterranean tapeweed,Posidoniaceae,Alismatales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5328663
L48,Potamogeton crispus,Curly pondweed,Potamogetonaceae,Alismatales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",aquaculture/mariculture; live food and live bait,Wetlands (inland),FALSE,2017-11-21,5301162
L48,Potamogeton polygonifolius,Cinnamonspot pondweed,Potamogetonaceae,Alismatales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5301226
L48,Potentilla alba,White cinquefoil,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5367987
L48,Potentilla anglica,English cinquefoil,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5365283
L48,Potentilla argentea,Silver cinquefoil,Rosaceae,Rosales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8011540
L48,Potentilla collina,Palmleaf cinquefoil,Rosaceae,Rosales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5365440
L48,Potentilla erecta,Erect cinquefoil,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5365576
L48,Potentilla inclinata,Ashy cinquefoil,Rosaceae,Rosales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5365888
L48,Potentilla intermedia,Downy cinquefoil,Rosaceae,Rosales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5365705
L48,Potentilla recta,Sulphur cinquefoil,Rosaceae,Rosales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5367294
L48,Potentilla reptans,Creeping cinquefoil,Rosaceae,Rosales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5367273
